"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0140546","GO:0140546","defense response to symbiont",41,0.440665608665393,1.44397672853798,0.0535318364213782,0.64089689380387,0.622555229348375,347,"tags=46%, list=24%, signal=36%","Ccl5/Rsad2/Il1b/Cxcl10/Ifit1/Ifit2/Il6/Isg15/Trim30a/Mx1/Mx2/Rtp4/Ddx60/Oas3/Oasl1/Ifit3/Cd40/Nlrp6/Isg20"
"GO:0007219","GO:0007219","Notch signaling pathway",21,0.505257046489491,1.43158423007787,0.0501730103806228,0.64089689380387,0.622555229348375,186,"tags=29%, list=13%, signal=25%","Dlk1/Snai1/Neurl1a/Gata2/Rian/Dlk2"
"GO:0042098","GO:0042098","T cell proliferation",44,0.431278576716377,1.43155244598221,0.0535960938096428,0.64089689380387,0.622555229348375,327,"tags=36%, list=22%, signal=29%","Ccl5/Il1b/Cd4/Pawr/Cd59a/Cd276/H2-Aa/Tnfrsf4/Havcr2/Il6/Pdcd1lg2/Tnfrsf9/Sdc4/Prkcq/Il12a/Prnp"
"GO:0006914","GO:0006914","autophagy",44,0.430793363154854,1.42994186595732,0.0535960938096428,0.64089689380387,0.622555229348375,237,"tags=27%, list=16%, signal=24%","Il10/S100a9/Rab39b/S100a8/Nrbp2/Mapt/Iigp1/Igtp/Kdr/Pim2/Trim30a/Irgm1"
"GO:0061919","GO:0061919","process utilizing autophagic mechanism",44,0.430793363154854,1.42994186595732,0.0535960938096428,0.64089689380387,0.622555229348375,237,"tags=27%, list=16%, signal=24%","Il10/S100a9/Rab39b/S100a8/Nrbp2/Mapt/Iigp1/Igtp/Kdr/Pim2/Trim30a/Irgm1"
"GO:0061351","GO:0061351","neural precursor cell proliferation",25,0.483765035433196,1.42409124725663,0.0519930675909879,0.64089689380387,0.622555229348375,463,"tags=64%, list=32%, signal=44%","Cx3cl1/Il1b/Gata2/Gli3/Bbs1/Arx/Shank3/Kctd11/Sox5/Hmga2/Fgfr1/Id2/Foxo1/Lrrk2/Zfp503/Spint2"
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation",55,0.394051488254834,1.36965047842771,0.0540983606557377,0.64089689380387,0.622555229348375,364,"tags=40%, list=25%, signal=31%","Il10/Ccl5/Il1b/Cd4/Pawr/Cd59a/Cd276/H2-Aa/Tnfrsf4/Cd74/Havcr2/Il6/Pdcd1lg2/Tnfrsf9/Sdc4/Prkcq/Il12a/Cd40/Prnp/Cd38/Mpl/Lgals3"
"GO:0030098","GO:0030098","lymphocyte differentiation",72,0.375846037150434,1.36722491352706,0.0513643659711075,0.64089689380387,0.622555229348375,336,"tags=26%, list=23%, signal=21%","Il10/Irf4/Rsad2/Il1b/Cd4/Ccr9/H2-Aa/Gli3/Cd74/Prdm1/Il6/Dpp4/Tnfrsf9/Bcl11a/Nkx2-3/Ctla2a/Il12a/Cd27/Id2"
"GO:0051172","GO:0051172","negative regulation of nitrogen compound metabolic process",222,0.293509465652422,1.25731385689422,0.0510204081632653,0.64089689380387,0.622555229348375,218,"tags=19%, list=15%, signal=19%","Esr1/Zfp37/Ngp/Elavl4/Elane/Smtnl1/Il10/Inca1/Rtn1/Gzma/Bhlhe41/Snai1/Sall2/Efna1/Hoxb8/Il1b/Ciita/Pawr/Zfp180/Loxl2/Cmya5/Wfdc2/Mapt/Patl2/Srcin1/Cadm4/Clock/Tnfrsf4/Smpd3/Gata2/Gli3/Cdh1/Nanos3/Prdm1/Dmd/Arx/Il6/Serpine1/Cdkn1c/Sox5/Isg15/Slpi"
"GO:0031324","GO:0031324","negative regulation of cellular metabolic process",202,0.29569681048615,1.25267245917152,0.0527086383601757,0.64089689380387,0.622555229348375,204,"tags=18%, list=14%, signal=18%","Esr1/Zfp37/Elavl4/Elane/Smtnl1/Il10/Inca1/Rtn1/Gzma/Bhlhe41/Snai1/Sall2/Efna1/Hoxb8/Il1b/Ciita/Pawr/Zfp180/Nrbp2/Loxl2/Cmya5/Mapt/Patl2/Srcin1/Cadm4/Clock/Tnfrsf4/Gata2/Gli3/Mycn/Nanos3/Prdm1/Dmd/Arx/Il6/Cdkn1c/Sox5"
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation",38,0.437822603406592,1.40786495263127,0.0545144804088586,0.640939035558488,0.622596165058884,361,"tags=39%, list=25%, signal=30%","Ccl5/Il1b/Cd4/Cd59a/Cd276/Tnfrsf4/Cd74/Havcr2/Il6/Pdcd1lg2/Prkcq/Il12a/Cd40/Cd38/Mpl"
"GO:0009892","GO:0009892","negative regulation of metabolic process",303,0.28109317271319,1.23569527721478,0.0550206327372765,0.643172224066784,0.624765442515838,236,"tags=20%, list=16%, signal=21%","Esr1/Zfp37/Ngp/Elavl4/Elane/Kpna7/Smtnl1/Il10/Inca1/Rtn1/Gzma/Prg2/Bhlhe41/Snai1/Sall2/Efna1/Mmp8/Cx3cl1/Hoxb8/Il1b/Ciita/Pawr/Zfp180/Nrbp2/Cd59a/Loxl2/Cmya5/Cd276/Wfdc2/Mapt/Patl2/Srcin1/Cadm4/Clock/Tnfrsf4/Smpd3/Gata2/Gli3/Mycn/Cdh1/Clec4a1/Nanos3/Prdm1/Havcr2/Epx/Dmd/Arx/Lmna/Il6/Kdr/Serpine1/Cdkn1c/Sox5/Meg3/Isg15/Slpi/Pdcd1lg2/Fabp4/Bcl11a/Trim30a"
"GO:0048706","GO:0048706","embryonic skeletal system development",14,0.585085187599699,1.50325343589611,0.056283085389068,0.64537281861449,0.626903058810432,296,"tags=43%, list=20%, signal=34%","Dlk1/Hoxb8/Gli3/Mycn/Tgfb2/Smad3"
"GO:0050886","GO:0050886","endocrine process",14,0.584140758695813,1.50082692429606,0.056283085389068,0.64537281861449,0.626903058810432,287,"tags=43%, list=20%, signal=35%","Cpa3/Il1b/F2r/Oxtr/Fgfr1/Aqp1"
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process",23,0.512365103870706,1.48327280653403,0.0579307659651674,0.64537281861449,0.626903058810432,198,"tags=26%, list=14%, signal=23%","Esr1/Il10/Gata2/Col18a1/Kdr/Serpine1"
"GO:0072677","GO:0072677","eosinophil migration",11,0.6147379660046,1.47573815758932,0.058287795992714,0.64537281861449,0.626903058810432,253,"tags=55%, list=17%, signal=45%","Ccl5/Ccl4/Cx3cl1/Ccl24/Epx/Dapk2"
"GO:2001020","GO:2001020","regulation of response to DNA damage stimulus",14,0.563439172693787,1.447638549431,0.0560578661844485,0.64537281861449,0.626903058810432,266,"tags=36%, list=18%, signal=29%","Snai1/Mapt/Cd74/Spire2/Hmga2"
"GO:0046651","GO:0046651","lymphocyte proliferation",60,0.383296370678662,1.34850501102959,0.059016393442623,0.64537281861449,0.626903058810432,364,"tags=38%, list=25%, signal=30%","Il10/Ccl5/Il1b/Cd4/Pawr/Cd59a/Cd276/H2-Aa/Tnfrsf4/Cd74/Havcr2/Il6/Pdcd1lg2/Tnfrsf9/Sdc4/Prkcq/Il12a/Cd40/Cd27/Prnp/Cd38/Mpl/Lgals3"
"GO:0043603","GO:0043603","cellular amide metabolic process",66,0.375914088282094,1.3439530824933,0.0576923076923077,0.64537281861449,0.626903058810432,190,"tags=23%, list=13%, signal=21%","Mrpl23/Elavl4/Elane/S100a9/Rtn1/Efna1/Bdh2/Neurl1a/Slc1a1/Patl2/Smpd3/Aldh1l2/Nanos3/Dmd/Il6"
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation",67,0.373613401280199,1.34131185115488,0.057784911717496,0.64537281861449,0.626903058810432,314,"tags=33%, list=22%, signal=27%","Esr1/Dlk1/Il10/Ccl5/Gata2/Irf6/Mycn/Cdh1/Ccl24/Col18a1/Rian/Arx/Il6/Kdr/Cdkn1c/Nkx2-3/Hmga2/Tgfb2/Fgfr1/Ptprn/Smad3/Il12a"
"GO:0033993","GO:0033993","response to lipid",117,0.331862412697841,1.29804885583307,0.0590062111801242,0.64537281861449,0.626903058810432,287,"tags=28%, list=20%, signal=25%","Esr1/Elane/Ctsg/Il10/Ccl5/S100a9/S100a8/Cxcl2/Cx3cl1/Il1b/Adm/Igf2r/Clock/Mrc1/Cxcl10/F2r/Havcr2/Il6/Igtp/Serpine1/Mn1/Oxtr/Tnip3/Ppbp/Slpi/Pdcd1lg2/Trim30a/Irgm1/Plscr2/Hmga2/Tgfb2/Pde4b/Aqp1"
"GO:0007155","GO:0007155","cell adhesion",205,0.29289600292445,1.24494841532304,0.0584795321637427,0.64537281861449,0.626903058810432,198,"tags=18%, list=14%, signal=18%","Elane/Ctsg/Il10/Ccl5/S100a9/Ntng1/Ephb4/S100a8/Efna1/H2-Eb1/Cx3cl1/Il1b/Cd4/Pawr/Itgb2l/Dsg2/Cd59a/Cd276/Parvb/H2-Aa/Srcin1/Cadm4/Gli3/Gp9/Cd74/Cdh1/Col18a1/Havcr2/Dmd/Cldn11/Tgm2/S1pr1/Tgfbi/Il6/Cadm1/Kdr/Serpine1"
"GO:0030154","GO:0030154","cell differentiation",451,0.262073270043503,1.19608281880104,0.058974358974359,0.64537281861449,0.626903058810432,209,"tags=17%, list=14%, signal=21%","Esr1/Dlk1/Zfp37/Elavl4/Il10/Ccl5/S100a9/Ntng1/Camk4/Ephb4/Crb3/Ttc12/Irf4/Prtn3/S100a8/Ccl17/Bhlhe41/Snai1/Efna1/Fhl1/Bdh2/Rsad2/Cx3cl1/Hoxb8/Il1b/Cd4/Adm/Pawr/Spred3/Kazn/Nrbp2/Ccr9/Neurl1a/Slc1a1/Loxl2/Cd276/Parvb/Rilpl1/H2-Aa/Mapt/Ltbp3/Tbx4/Srcin1/Clock/Smpd3/Gata2/Gli3/Gp9/Cd74/Cxcl10/Irf6/Bbs1/Mycn/Abca5/Cdh1/Wif1/Col18a1/Nanos3/Prdm1/Dmd/Enah/Rian/Arx/Tgm2/Lmna/Dlk2/Il6/Cadm1/Kdr/Shank3/Serpine1/Cdkn1c/Kctd11/Sox5/Scn1b/Casp6"
"GO:0048869","GO:0048869","cellular developmental process",451,0.262073270043503,1.19608281880104,0.058974358974359,0.64537281861449,0.626903058810432,209,"tags=17%, list=14%, signal=21%","Esr1/Dlk1/Zfp37/Elavl4/Il10/Ccl5/S100a9/Ntng1/Camk4/Ephb4/Crb3/Ttc12/Irf4/Prtn3/S100a8/Ccl17/Bhlhe41/Snai1/Efna1/Fhl1/Bdh2/Rsad2/Cx3cl1/Hoxb8/Il1b/Cd4/Adm/Pawr/Spred3/Kazn/Nrbp2/Ccr9/Neurl1a/Slc1a1/Loxl2/Cd276/Parvb/Rilpl1/H2-Aa/Mapt/Ltbp3/Tbx4/Srcin1/Clock/Smpd3/Gata2/Gli3/Gp9/Cd74/Cxcl10/Irf6/Bbs1/Mycn/Abca5/Cdh1/Wif1/Col18a1/Nanos3/Prdm1/Dmd/Enah/Rian/Arx/Tgm2/Lmna/Dlk2/Il6/Cadm1/Kdr/Shank3/Serpine1/Cdkn1c/Kctd11/Sox5/Scn1b/Casp6"
"GO:0002712","GO:0002712","regulation of B cell mediated immunity",13,-0.581003384519467,-1.49876884593729,0.0657596371882086,0.64806634116097,0.629519496123346,114,"tags=23%, list=8%, signal=21%","Trem2/C3/Fcgr1"
"GO:0002889","GO:0002889","regulation of immunoglobulin mediated immune response",13,-0.581003384519467,-1.49876884593729,0.0657596371882086,0.64806634116097,0.629519496123346,114,"tags=23%, list=8%, signal=21%","Trem2/C3/Fcgr1"
"GO:0010675","GO:0010675","regulation of cellular carbohydrate metabolic process",17,-0.542260758976661,-1.49661012059653,0.0645933014354067,0.64806634116097,0.629519496123346,172,"tags=35%, list=12%, signal=31%","Slc45a3/P2ry1/Adora2b/Inpp5k/Hsd11b1/Igfbp4"
"GO:0035458","GO:0035458","cellular response to interferon-beta",16,0.554007694286271,1.49519321034462,0.0649789737708961,0.64806634116097,0.629519496123346,518,"tags=75%, list=36%, signal=49%","Tgtp2/Iigp1/Ifit1/Igtp/Irgm1/Gm5431/Ifit3/Oas1c/Gm4951/Gm4841/Gbp7/Ifi203"
"GO:1901136","GO:1901136","carbohydrate derivative catabolic process",18,-0.53118228881777,-1.49517846003034,0.0649465995228143,0.64806634116097,0.629519496123346,334,"tags=44%, list=23%, signal=35%","Gm2a/Ctsl/Pde2a/Hyal1/Hgsnat/Pglyrp1/Nt5e/Cda"
"GO:0006509","GO:0006509","membrane protein ectodomain proteolysis",11,0.609885461329696,1.46408924910368,0.063752276867031,0.64806634116097,0.629519496123346,288,"tags=45%, list=20%, signal=37%","Il10/Prtn3/Il1b/Bace2/Prkcq"
"GO:0042982","GO:0042982","amyloid precursor protein metabolic process",10,0.628691795351986,1.46214159889677,0.0611111111111111,0.64806634116097,0.629519496123346,327,"tags=50%, list=22%, signal=39%","Rtn1/Efna1/Pawr/Bace2/Prnp"
"GO:0045833","GO:0045833","negative regulation of lipid metabolic process",13,0.577792220209256,1.46006691008074,0.0606060606060606,0.64806634116097,0.629519496123346,82,"tags=23%, list=6%, signal=22%","Esr1/Snai1/Il1b"
"GO:0050764","GO:0050764","regulation of phagocytosis",19,-0.505112565407673,-1.45647634464266,0.0604651162790698,0.64806634116097,0.629519496123346,137,"tags=42%, list=9%, signal=39%","Fgr/Clec7a/Trem2/Tlr2/C3/Ccl2/Cd300lf/Fcgr1"
"GO:0031060","GO:0031060","regulation of histone methylation",10,0.624591872597904,1.45260645360725,0.062962962962963,0.64806634116097,0.629519496123346,185,"tags=20%, list=13%, signal=18%","Kpna7/Lmna"
"GO:0001892","GO:0001892","embryonic placenta development",16,0.537930946876632,1.45180420362282,0.0629370629370629,0.64806634116097,0.629519496123346,199,"tags=38%, list=14%, signal=33%","Il10/Snai1/Adm/Gata2/Prdm1/Cdkn1c"
"GO:2000404","GO:2000404","regulation of T cell migration",13,0.573720392879006,1.44977750129239,0.0659536541889483,0.64806634116097,0.629519496123346,145,"tags=23%, list=10%, signal=21%","Ccl5/Ccl27a/Cxcl10"
"GO:0010718","GO:0010718","positive regulation of epithelial to mesenchymal transition",10,0.62330218816846,1.4496070487038,0.062962962962963,0.64806634116097,0.629519496123346,296,"tags=60%, list=20%, signal=48%","Snai1/Il1b/Loxl2/Il6/Tgfb2/Smad3"
"GO:0030326","GO:0030326","embryonic limb morphogenesis",12,0.592924355953903,1.44945435186989,0.0648648648648649,0.64806634116097,0.629519496123346,278,"tags=50%, list=19%, signal=41%","Tbx4/Gli3/Mycn/Tgfb2/Aff3/Fgfr1"
"GO:0035113","GO:0035113","embryonic appendage morphogenesis",12,0.592924355953903,1.44945435186989,0.0648648648648649,0.64806634116097,0.629519496123346,278,"tags=50%, list=19%, signal=41%","Tbx4/Gli3/Mycn/Tgfb2/Aff3/Fgfr1"
"GO:0007281","GO:0007281","germ cell development",19,0.517996237434791,1.44677089157818,0.0629370629370629,0.64806634116097,0.629519496123346,169,"tags=26%, list=12%, signal=24%","Zfp37/Ttc12/Neurl1a/Nanos3/Prdm1"
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity",25,0.477548542663329,1.40579134483753,0.0623916811091854,0.64806634116097,0.629519496123346,380,"tags=44%, list=26%, signal=33%","S100a9/S100a8/Pawr/Slc1a1/F2r/Casp6/Tnfsf10/Smad3/Nlrp6/Hip1/Lgmn"
"GO:0006412","GO:0006412","translation",26,0.470878359633229,1.40349737353248,0.0654044750430293,0.64806634116097,0.629519496123346,190,"tags=27%, list=13%, signal=24%","Mrpl23/Elavl4/S100a9/Neurl1a/Patl2/Nanos3/Il6"
"GO:0018205","GO:0018205","peptidyl-lysine modification",26,0.470186453534717,1.40143508213147,0.0654044750430293,0.64806634116097,0.629519496123346,235,"tags=27%, list=16%, signal=23%","Kpna7/Irf4/Loxl2/Gata2/Setbp1/Lmna/Bcl11a"
"GO:0034097","GO:0034097","response to cytokine",153,0.307016213251173,1.2545972883816,0.062780269058296,0.64806634116097,0.629519496123346,317,"tags=27%, list=22%, signal=24%","Ccl5/Tgtp2/Ccl22/Ccl17/H2-Eb1/Cxcl2/Ccl4/Cx3cl1/Il1b/Cd4/Ciita/Slc1a1/H2-Aa/Iigp1/Smpd3/Mrc1/Cd74/Cxcl10/Ifit1/Ifit2/Ccl24/Enah/Il6/Igtp/Shank3/Serpine1/Casp6/Isg15/Ppbp/Fabp4/Irgm1/Cdc42ep2/Gm5431/Traf1/Oas3/Oasl1/Aff3/Ptprn/Ifit3/Lsp1/Ccl9/Cd40"
"GO:0006950","GO:0006950","response to stress",448,0.263279041511986,1.1989066662334,0.0609597924773022,0.64806634116097,0.629519496123346,367,"tags=30%, list=25%, signal=32%","Esr1/Ngp/Elane/Ctsg/Il10/Ccl5/S100a9/Tgtp2/Tspan8/Camk4/Cd163/Ccl22/Irf4/Mpo/S100a8/Ccl17/Prg2/Ccl27a/Snai1/Mmp8/H2-Eb1/Cxcl2/Ccl4/Rsad2/Cx3cl1/Il1b/Cd4/Adm/Dntt/Ciita/Pawr/Itgb2l/Slc1a1/Loxl2/Cd276/Wfdc2/H2-Aa/Mapt/Cadm4/Iigp1/Clock/Tnfrsf4/Clec4n/Smpd3/Gata2/Mrc1/Gp9/Cd74/Cxcl10/Ifit1/Msrb3/Ifit2/Ccl24/Clec4a1/Arnt2/F2r/Spire2/Prdm1/Havcr2/Epx/Lmna/Il6/Igtp/Cadm1/Kdr/Poln/Shank3/Serpine1/Bcl2a1b/C3ar1/Oxtr/Casp6/Isg15/Ppbp/Slpi/Dpp4/Fabp4/Trim30a/Irgm1/Ccdc92/Gpr4/Mx1/Cdc42ep2/Gm5431/Lyz2/Mx2/Rtp4/Ddx60/Sdc4/Traf1/Hmga2/Oas3/Oasl1/Tgfb2/Serpinb2/Fgfr1/Rnase12/Pde4b/Ctla2a/Cybb/Aqp1/Prkcq/Camk2a/Ptprn/Smad3/Il17re/Ifit3/Ms4a2/Lsp1/Top2a/Ccl9/Il12a/Batf2/Cd40/Sema7a/Cd27/Prnp/Dnase1l3/Serpinc1/Klf2/Id2/Clec10a/Klrd1/Nlrp6/Isg20/Il1rl1/Cd38/Tbxa2r/F11r/Klrb1b/Lgals3/Ccnd1/Foxo1"
"GO:0007272","GO:0007272","ensheathment of neurons",18,-0.527676534107123,-1.48531041841853,0.0670995039207905,0.651525320317267,0.632879483638933,223,"tags=28%, list=15%, signal=24%","Egr2/Hgf/Itgax/Tlr2/Rxra"
"GO:0008366","GO:0008366","axon ensheathment",18,-0.527676534107123,-1.48531041841853,0.0670995039207905,0.651525320317267,0.632879483638933,223,"tags=28%, list=15%, signal=24%","Egr2/Hgf/Itgax/Tlr2/Rxra"
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization",20,-0.494107472942721,-1.4507564510554,0.0685579196217494,0.651525320317267,0.632879483638933,157,"tags=35%, list=11%, signal=32%","Hip1r/Apoe/Sgk1/Trem2/Tlr2/Inpp5k/Gas2l2"
"GO:0051341","GO:0051341","regulation of oxidoreductase activity",11,0.60403848229438,1.45005300838616,0.0673952641165756,0.651525320317267,0.632879483638933,82,"tags=27%, list=6%, signal=26%","Esr1/Gzma/Il1b"
"GO:0032743","GO:0032743","positive regulation of interleukin-2 production",10,0.618625899053481,1.43873145450323,0.0685185185185185,0.651525320317267,0.632879483638933,288,"tags=50%, list=20%, signal=40%","Irf4/Il1b/Cd276/Pde4b/Prkcq"
"GO:0043543","GO:0043543","protein acylation",11,0.597714944811257,1.43487274285702,0.0692167577413479,0.651525320317267,0.632879483638933,138,"tags=27%, list=9%, signal=25%","Irf4/Clock/Gata2"
"GO:0010952","GO:0010952","positive regulation of peptidase activity",27,0.463273191910196,1.39211474238457,0.070446735395189,0.651525320317267,0.632879483638933,380,"tags=44%, list=26%, signal=33%","S100a9/S100a8/Efna1/Pawr/Slc1a1/F2r/Casp6/Tnfsf10/Smad3/Nlrp6/Hip1/Lgmn"
"GO:0045165","GO:0045165","cell fate commitment",30,0.450325048325419,1.38160555532891,0.0699658703071672,0.651525320317267,0.632879483638933,278,"tags=37%, list=19%, signal=30%","Irf4/Tbx4/Gata2/Gli3/Prdm1/Arx/Il6/Kdr/Sox5/Tgfb2/Fgfr1"
"GO:0001763","GO:0001763","morphogenesis of a branching structure",35,0.432492068661623,1.36967070065061,0.0704697986577181,0.651525320317267,0.632879483638933,299,"tags=43%, list=21%, signal=35%","Esr1/Il10/Il1b/Adm/Gli3/Mycn/Cdh1/Prdm1/Tgm2/Il6/Kdr/Bcl11a/Hmga2/Fgfr1/Col4a1"
"GO:0009792","GO:0009792","embryo development ending in birth or egg hatching",70,0.360932405045636,1.30458664874759,0.0704,0.651525320317267,0.632879483638933,211,"tags=24%, list=14%, signal=22%","Dlk1/Kpna7/Il10/Snai1/Sall2/Hoxb8/Adm/Gata2/Gli3/Mycn/Cdh1/Arnt2/Prdm1/Enah/Cdkn1c/Sox5/Meg3"
"GO:0010629","GO:0010629","negative regulation of gene expression",142,0.314303814046854,1.27704364693966,0.0690690690690691,0.651525320317267,0.632879483638933,284,"tags=26%, list=20%, signal=23%","Esr1/Elavl4/Elane/Kpna7/Il10/Prg2/Mmp8/Cx3cl1/Il1b/Pawr/Cd59a/Cd276/Mapt/Patl2/Tnfrsf4/Gata2/Mycn/Cdh1/Clec4a1/Nanos3/Prdm1/Havcr2/Epx/Lmna/Il6/Kdr/Serpine1/Cdkn1c/Meg3/Pdcd1lg2/Bcl11a/Trim30a/Hmga2/Oas3/Tgfb2/Fgfr1/Ctla2a"
"GO:0007267","GO:0007267","cell-cell signaling",175,0.296429895085442,1.23352550839599,0.0696296296296296,0.651525320317267,0.632879483638933,208,"tags=19%, list=14%, signal=18%","Elavl4/Ccl5/S100a9/Ntng1/Camk4/Ltbp4/S100a8/Ly6a/Rgs8/Ric3/Scn3b/Wnk2/Cx3cl1/Il1b/Adm/Ly6c2/Neurl1a/Slc1a1/Mapt/Ltbp3/Clock/Smpd3/Gli3/Plekhg5/Cdh1/Wif1/F2r/Il6/Cadm1/Kdr/Shank3/Oxtr/Scn1b"
"GO:0010628","GO:0010628","positive regulation of gene expression",172,0.297021204714381,1.23172973781219,0.0703592814371257,0.651525320317267,0.632879483638933,213,"tags=20%, list=15%, signal=19%","Esr1/Dlk1/Elavl4/Elane/Kpna7/Il10/Ccl5/Irf4/Myom1/Prg2/Mmp8/Ccl4/Rsad2/Cx3cl1/Il1b/Pawr/Cd276/Lurap1/Tnfrsf4/Clec4n/Gata2/Cd74/Mycn/F2r/Prdm1/Havcr2/Epx/Arx/Lmna/Il6/Cadm1/Serpine1/C3ar1/Isg15"
"GO:0007249","GO:0007249","I-kappaB kinase/NF-kappaB signaling",32,0.446969245176644,1.38871305414433,0.0717948717948718,0.660772711451444,0.641862226048937,346,"tags=47%, list=24%, signal=37%","Esr1/Cx3cl1/Il1b/Cd4/Lurap1/Clec4n/Cd74/Tnip3/Tnfsf10/Pim2/Trim30a/Traf1/Cd40/S100a4/Nlrp6"
"GO:0070663","GO:0070663","regulation of leukocyte proliferation",59,0.380158515016483,1.3331684344623,0.0726072607260726,0.665239496922665,0.646201177728015,364,"tags=37%, list=25%, signal=29%","Il10/Ccl5/Il1b/Cd4/Pawr/Cd59a/Cd276/H2-Aa/Tnfrsf4/Cd74/Havcr2/Il6/Pdcd1lg2/Tnfrsf9/Sdc4/Prkcq/Il12a/Cd40/Prnp/Cd38/Mpl/Lgals3"
"GO:0009888","GO:0009888","tissue development",219,0.285985745558276,1.224437596805,0.0732064421669107,0.665715333054043,0.646663396026724,213,"tags=22%, list=15%, signal=22%","Esr1/Dlk1/Il10/Ntng1/Crb3/Snai1/Sall2/Efna1/Bdh2/Il1b/Adm/Pawr/Tnni1/Spred3/Kazn/Dsg2/Loxl2/Cd276/Rilpl1/Ltbp3/Tbx4/Clock/Smpd3/Gata2/Gli3/Cxcl10/Irf6/Bbs1/Mycn/Cdh1/Col18a1/Prdm1/Dmd/Enah/Rian/Arx/Tgm2/S1pr1/Lmna/Il6/Kdr/Shank3/Serpine1/Cdkn1c/Sox5/C3ar1/Meg3/Isg15"
"GO:0048585","GO:0048585","negative regulation of response to stimulus",218,0.285494581494481,1.22206907409841,0.0733137829912024,0.665715333054043,0.646663396026724,391,"tags=32%, list=27%, signal=27%","Esr1/Dlk1/Il10/Ccl5/Tspan8/Irf4/Rgs8/Snai1/Efna1/Wnk2/Cx3cl1/Il1b/Adm/Pawr/Spred3/Cd59a/Neurl1a/Cmya5/Cd276/Cadm4/Clock/Tnfrsf4/Meis3/Gata2/Gli3/Cd74/Cdh1/Wif1/Nanos3/Havcr2/Dmd/Rian/Lmna/Dlk2/Il6/Serpine1/Kctd11/Isg15/Tnip3/Dpp4/Trim30a/Sema4f/Cacnb3/Hmga2/Oas3/Tgfb2/Lax1/Pde4b/Ctla2a/Prkcq/Smad3/Dok2/Il12a/Sema7a/Prnp/Rgs1/Klrd1/Nlrp6/Dkkl1/Il1rl1/Klrb1b/Socs2/Lgals3/Foxo1/Hnf4a/Lgmn/Crebrf/Tgfbr3/Wtip"
"GO:0070229","GO:0070229","negative regulation of lymphocyte apoptotic process",10,0.612868289059594,1.42534104421869,0.0759259259259259,0.672043252984907,0.652810218833861,326,"tags=60%, list=22%, signal=47%","Ccl5/Efna1/Tnfrsf4/Cd74/Prkcq/Cd27"
"GO:0032633","GO:0032633","interleukin-4 production",12,0.581694573173231,1.4220021864148,0.0756756756756757,0.672043252984907,0.652810218833861,288,"tags=42%, list=20%, signal=34%","Irf4/Prg2/Havcr2/Epx/Prkcq"
"GO:0002701","GO:0002701","negative regulation of production of molecular mediator of immune response",10,0.611243124313714,1.42156141643035,0.0759259259259259,0.672043252984907,0.652810218833861,271,"tags=40%, list=19%, signal=33%","Il10/Prg2/Epx/Tgfb2"
"GO:0002719","GO:0002719","negative regulation of cytokine production involved in immune response",10,0.611243124313714,1.42156141643035,0.0759259259259259,0.672043252984907,0.652810218833861,271,"tags=40%, list=19%, signal=33%","Il10/Prg2/Epx/Tgfb2"
"GO:0030522","GO:0030522","intracellular receptor signaling pathway",23,0.476709263872424,1.38005083168828,0.075993091537133,0.672043252984907,0.652810218833861,269,"tags=43%, list=18%, signal=36%","Esr1/Slc15a2/Clock/Igtp/Mn1/Irgm1/Ddx60/Hmga2/Oas3/Oasl1"
"GO:0048513","GO:0048513","animal organ development",367,0.265135912301089,1.19068653493529,0.0754966887417219,0.672043252984907,0.652810218833861,247,"tags=20%, list=17%, signal=22%","Esr1/Dlk1/Elavl4/Smtnl1/Il10/Ccl5/Ntng1/Camk4/Ephb4/Irf4/Prtn3/Snai1/Sall2/Efna1/Fhl1/Rsad2/Hoxb8/Il1b/Cd4/Adm/Pawr/Tnni1/Igf2r/Spred3/Kazn/Ccr9/Dsg2/Neurl1a/Slc1a1/Loxl2/Cd276/H2-Aa/Ltbp3/Tbx4/Clock/Meis3/Smpd3/Gata2/Gli3/Gp9/Cd74/Irf6/Bbs1/Mycn/Cdh1/Arnt2/Prdm1/Dmd/Rian/Arx/Tgm2/S1pr1/Lmna/Il6/Cadm1/Kdr/Shank3/Serpine1/Cdkn1c/Sox5/C3ar1/Casp6/Meg3/Isg15/Dpp4/Tnfrsf9/Bcl11a/Sema4f/Nkx2-3/Gpr4/Tuft1/Rbm20"
"GO:0002369","GO:0002369","T cell cytokine production",11,0.591644613560225,1.42030032346576,0.0765027322404372,0.672202846374529,0.652965244861042,314,"tags=36%, list=22%, signal=29%","Rsad2/Il1b/Il6/Il12a"
"GO:0043009","GO:0043009","chordate embryonic development",69,0.364410026544795,1.3074579785903,0.0766721044045677,0.672202846374529,0.652965244861042,211,"tags=25%, list=14%, signal=22%","Dlk1/Kpna7/Il10/Snai1/Sall2/Hoxb8/Adm/Gata2/Gli3/Mycn/Cdh1/Arnt2/Prdm1/Enah/Cdkn1c/Sox5/Meg3"
